Metric,Value
Accuracy,0.6715262124627354
Precision,0.5923198912550974
Recall,0.490295358649789
F1-Score,0.5365002821525676
Balanced-Accuracy,0.6382953546410871
ROC-AUC,0.661164205532493
Runtime-Seconds,36.18035936355591
