Metric,Value
Accuracy,0.7423416221771776
Precision,0.707765237020316
Recall,0.5752183165773831
F1-Score,0.6346449680187839
Balanced-Accuracy,0.7119899994101868
ROC-AUC,0.7329912881689663
Runtime-Seconds,25.182124137878418
