Fold,Accuracy,F1-Score,ROC-AUC
1,0.7137504683402023,0.6236453201970443,0.7287058544053212
2,0.5574755822689706,0.42367906066536204,0.5877317833006539
3,0.7227648384673178,0.6238532110091743,0.6853718545896555
4,0.6971407072987208,0.5765386638611257,0.70696575674366
5,0.7555639381365522,0.5872611464968153,0.7342857866124939
