Metric,Value
Accuracy,0.6892948428807698
Precision,0.6134703196347032
Recall,0.5240881607177686
F1-Score,0.5652676974860629
Balanced-Accuracy,0.6584966797472636
ROC-AUC,0.6844892155161051
Runtime-Seconds,12.06708025932312
