Metric,Value
Accuracy,0.638297098814804
Precision,0.5363304241932211
Recall,0.4955461790904829
F1-Score,0.5151323163896876
Balanced-Accuracy,0.6121219999424863
ROC-AUC,0.64478340802742
Runtime-Seconds,19.190982818603516
