Fold,Accuracy,F1-Score,ROC-AUC
1,0.6060166727075027,0.5234546251644016,0.6127501352857561
2,0.5771117166212534,0.4524929444967074,0.6205321920206031
3,0.6641235240690282,0.5500121684108056,0.6471185732465741
4,0.6695778748180495,0.561352657004831,0.7054426497769966
5,0.67493615468807,0.484375,0.6627809246087796
