Fold,Accuracy,F1-Score,ROC-AUC
1,0.5369052079430499,0.45931758530183725,0.5313326342664356
2,0.5612321562734786,0.4567441860465116,0.5938961864617651
3,0.6066867017280241,0.5011910433539781,0.6025296105420948
4,0.5402558314522197,0.37461617195496416,0.4488938435978494
5,0.5993964541682384,0.5051258154706431,0.6380940175808321
