Metric,Value
Accuracy,0.5688618252894302
Precision,0.4448075526506899
Recall,0.47786229763994537
F1-Score,0.460742830277386
Balanced-Accuracy,0.5518975096762417
ROC-AUC,0.5553386908308773
Runtime-Seconds,16.377821922302246
