Metric,Value
Accuracy,0.6774169297849948
Precision,0.5993818354731336
Recall,0.49171055197971525
F1-Score,0.5402335797707061
Balanced-Accuracy,0.6427971720143224
ROC-AUC,0.6607108496184677
Runtime-Seconds,24.132713794708252
