Metric,Value
Accuracy,0.7425199218162682
Precision,0.7321331151118385
Recall,0.5235030232104545
F1-Score,0.6104856135562379
Balanced-Accuracy,0.7016903495257165
ROC-AUC,0.7236840877789767
Runtime-Seconds,36.10658311843872
