Metric,Value
Accuracy,0.742541468010392
Precision,0.7079123060267052
Recall,0.5758053863653042
F1-Score,0.6350613087289062
Balanced-Accuracy,0.7122601698181661
ROC-AUC,0.7265444950548285
Runtime-Seconds,22.75325584411621
