Fold,Accuracy,F1-Score,ROC-AUC
1,0.7328587485949793,0.6426065162907268,0.766970768765627
2,0.6836964688204358,0.5418933623503809,0.6832910740412657
3,0.713373403456048,0.5965097831835008,0.7254084009473533
4,0.699398043641836,0.5862247540134645,0.7234738791333041
5,0.7004903809883063,0.5245508982035928,0.6728516008176543
