Fold,Accuracy,F1-Score,ROC-AUC
1,0.7450163102573396,0.6722571628232006,0.7813761201373879
2,0.6986376021798365,0.5588939111938315,0.7220146784165214
3,0.7057220708446866,0.5956065901148277,0.715820342133594
4,0.7192503639010189,0.62484804279115,0.7223578774435289
5,0.7252827435242613,0.5554899645808736,0.6947197460212851
