Metric,Value
Accuracy,0.6311274159933765
Precision,0.5332329836775013
Recall,0.4159389447420562
F1-Score,0.46733865149547543
Balanced-Accuracy,0.5920465751747664
ROC-AUC,0.631366243332883
Runtime-Seconds,40.8150908946991
